cost_ratio,always_neutral,attention__all,attention__no_sentiment,gradient_boosting__all,gradient_boosting__no_sentiment,logreg__all,logreg__no_sentiment,lstm__all,lstm__no_sentiment,mlp__all,mlp__no_sentiment,random_forest__all,random_forest__no_sentiment
1.0,0.5789473684210527,0.625,0.618421052631579,0.6644736842105263,0.5986842105263158,0.6381578947368421,0.6118421052631579,0.6052631578947368,0.6118421052631579,0.631578947368421,0.5855263157894737,0.5855263157894737,0.6052631578947368
1.5,0.5789473684210527,0.7269736842105263,0.7269736842105263,0.7664473684210527,0.6907894736842105,0.743421052631579,0.7138157894736842,0.7203947368421053,0.7171052631578947,0.7171052631578947,0.680921052631579,0.6743421052631579,0.6875
2.0,0.5789473684210527,0.8289473684210527,0.8355263157894737,0.868421052631579,0.7828947368421053,0.8486842105263158,0.8157894736842105,0.8355263157894737,0.8223684210526315,0.8026315789473685,0.7763157894736842,0.7631578947368421,0.7697368421052632
3.0,0.5789473684210527,1.0328947368421053,1.0526315789473684,1.0723684210526316,0.9671052631578947,1.0592105263157894,1.019736842105263,1.0657894736842106,1.0328947368421053,0.9736842105263158,0.9671052631578947,0.9407894736842105,0.9342105263157895
5.0,0.5789473684210527,1.4407894736842106,1.486842105263158,1.480263157894737,1.3355263157894737,1.480263157894737,1.4276315789473684,1.5263157894736843,1.4539473684210527,1.3157894736842106,1.3486842105263157,1.2960526315789473,1.263157894736842
10.0,0.5789473684210527,2.460526315789474,2.5723684210526314,2.5,2.2565789473684212,2.5328947368421053,2.4473684210526314,2.6776315789473686,2.5065789473684212,2.1710526315789473,2.3026315789473686,2.1842105263157894,2.085526315789474
