threshold,coverage,n_signals,directional_hit_rate,n_up_down_swaps,custom_cost,macro_f1,model
0.6000000000000001,0.13157894736842105,20,0.45,6,0.631578947368421,0.30493459655952143,random_forest__all
0.625,0.09868421052631579,15,0.5333333333333333,5,0.6052631578947368,0.2980142224086437,random_forest__all
0.6500000000000001,0.06578947368421052,10,0.6,3,0.5855263157894737,0.27928032054245644,random_forest__all
0.675,0.03289473684210526,5,0.6,2,0.5855263157894737,0.24067322882488762,random_forest__all
0.7000000000000001,0.013157894736842105,2,0.0,2,0.6052631578947368,0.19937694704049844,random_forest__all
0.7250000000000001,0.013157894736842105,2,0.0,2,0.6052631578947368,0.19937694704049844,random_forest__all
0.75,0.006578947368421052,1,0.0,1,0.5921052631578947,0.19844961240310077,random_forest__all
0.7750000000000001,0.006578947368421052,1,0.0,1,0.5921052631578947,0.19844961240310077,random_forest__all
0.8,0.0,0,,0,0.5789473684210527,0.19753086419753085,random_forest__all
0.8250000000000002,0.0,0,,0,0.5789473684210527,0.19753086419753085,random_forest__all
0.8500000000000001,0.0,0,,0,0.5789473684210527,0.19753086419753085,random_forest__all
0.875,0.0,0,,0,0.5789473684210527,0.19753086419753085,random_forest__all
0.9,0.0,0,,0,0.5789473684210527,0.19753086419753085,random_forest__all
0.3,0.8355263157894737,127,0.36220472440944884,28,0.993421052631579,0.36755911289496646,random_forest__no_sentiment
0.325,0.7894736842105263,120,0.35833333333333334,27,0.9802631578947368,0.37286324786324787,random_forest__no_sentiment
0.35,0.7894736842105263,120,0.35833333333333334,27,0.9802631578947368,0.37286324786324787,random_forest__no_sentiment
0.375,0.7302631578947368,111,0.36036036036036034,26,0.9539473684210527,0.38844636844636843,random_forest__no_sentiment
0.4,0.6842105263157895,104,0.375,23,0.9013157894736842,0.40178571428571425,random_forest__no_sentiment
0.42500000000000004,0.6776315789473685,103,0.3786407766990291,23,0.8947368421052632,0.4076961393158412,random_forest__no_sentiment
